Caltrans District,Route Number,Route Suffix,County,Postmile Prefix,Postmile Number,Postmile Suffix,Description of Location,Back Peak Hour,Back Peak Month,Back AADT,Ahead Peak Hour,Ahead Peak Month,Ahead AADT,Latitude,Longitude
7,14,,LA,R,77.008,,LOS ANGELES/KERN CO LINE,3300,35500,34500,,,,34.82048633,-118.1702377
6,14,,KER,R,0,,LOS ANGELES/KERN CO LINE,,,,3000,32000,31000,34.82048633,-118.1702377
6,14,,KER,R,3.018,,ROSAMOND BLVD,2850,32500,31000,2000,18800,17600,34.864266,-118.171568
6,14,,KER,R,12.147,,SILVER QUEEN RD,2000,18800,17600,2000,18800,17600,34.99544026,-118.1594698
6,14,,KER,,16.07,,JCT. RTE. 58,1900,19200,18300,1750,18300,17800,35.06647473,-118.1781548
6,14,,KER,,19.239,,"MOJAVE, NORTH JCT RTE 58",1700,17200,16600,850,11700,9800,35.10043536,-118.1431589
6,14,,KER,,21.29,,"RANDSBURG, BAKERSFIELD",850,11700,9800,1000,6800,6400,35.1254317,-118.1238196
6,14,,KER,,35.56,,RANDSBURG RD,1000,6800,6400,550,6700,6400,35.30163234,-117.9988435
6,14,,KER,,57.767,,"FREEMAN, JCT. RTE. 178 W.",700,6700,5400,810,7000,5400,35.601599,-117.9029667
6,14,,KER,,60.571,,HOMESTEAD S. RTE. 178 E.,570,4000,3400,620,4050,3050,35.63929874,-117.8836149
6,14,,KER,,64.559,,HOMESTEAD N. RTE. 395,620,4050,3050,,,,35.694513,-117.867306
11,15,S,SD,,11.89,,BEG RTE 15S HOV LNS,,,,2700,16800,15600,32.86021076,-117.1114595
11,15,S,SD,,15,,CARROLL CANYON RD (HOV),2700,16800,15600,2700,16800,15600,32.903437,-117.116203
11,15,S,SD,,18.894,,END ROUTE 15S; JCT RTE 15,2700,16800,15600,,,,32.9573177,-117.0996087
11,15,,SD,,0.405,,MAIN ST UC,,,,550,7000,6800,32.690933,-117.123222
11,15,,SD,,0.553,,JCT. RTE. 5,550,7000,6800,4050,49500,48000,32.69264371,-117.1218303
11,15,,SD,R,0.588,,"SAN DIEGO, OCEANVIEW BLVD",9500,100000,96000,8200,100000,107000,32.70100568,-117.1205368
11,15,,SD,,1.846,,"SAN DIEGO, MARKET ST",8200,100000,107000,11700,121000,116000,32.71140545,-117.1188998
11,15,,SD,,2.226,,JCT. RTE. 94,11700,121000,116000,10200,113000,109000,32.7168489,-117.1177471
11,15,,SD,R,3.367,,JCT. RTE. 805,10200,113000,109000,13200,164000,159000,32.732364,-117.1115485
11,15,,SD,M,4.663,,"SAN DIEGO, UNIVERSITY AVE",13200,164000,159000,12700,161000,157000,32.74994725,-117.1085808
11,15,,SD,M,5.042,,"SAN DIEGO, EL CAJON BLVD",12700,161000,157000,12600,159000,155000,32.75533067,-117.1085968
11,15,,SD,M,5.6,,"SAN DIEGO, ADAMS AVE",12600,159000,155000,13900,166000,162000,32.76324892,-117.1091071
11,15,,SD,R,6.132,,JCT. RTE. 8,13900,166000,162000,16900,205000,200000,32.77893186,-117.1123175
11,15,,SD,R,6.817,,"SAN DIEGO, FRIARS RD",16900,205000,200000,16700,217000,207000,32.7884611,-117.1138014
11,15,,SD,R,8.366,,"SAN DIEGO, AERO DR",16700,217000,207000,14100,183000,182000,32.81042875,-117.1139676
11,15,,SD,R,9.238,,"SAN DIEGO, BALBOA AVE",14100,183000,182000,13200,171000,169000,32.82293362,-117.1162597
11,15,,SD,R,9.995,,CLAIREMONT MESA BLVD,13200,171000,169000,12900,152000,150000,32.83375753,-117.1188324
11,15,,SD,R,10.58,,JCT. RTE. 52,12900,152000,150000,13700,178000,176000,32.841884,-117.120406
11,15,,SD,M,12.002,,ROUTE 15S HOV LANES,13700,178000,176000,13200,172000,171000,32.8617361,-117.1108112
11,15,,SD,M,12.124,,JCT. RTE. 163,13200,172000,171000,24300,313000,296000,32.86340524,-117.1101027
11,15,,SD,M,13.334,,"SAN DIEGO, MIRAMAR WAY ",24300,313000,296000,24000,301000,293000,32.8805574,-117.108104
11,15,,SD,M,14.285,,"SAN DIEGO, MIRAMAR ",24000,301000,293000,22500,281000,275000,32.89296453,-117.1147966
11,15,,SD,M,15,,CARROLL CANYON RD,22500,281000,275000,21000,262000,257000,32.903437,-117.116203
11,15,,SD,M,15.924,,MIRA MESA BLVD ,21000,262000,257000,19500,258000,248000,32.91695239,-117.1158952
11,15,,SD,M,17.311,,"SAN DIEGO, MERCY RD ",19500,258000,248000,18800,247000,236000,32.93665236,-117.1110996
11,15,,SD,M,18.176,,"SAN DIEGO, POWAY RD",18800,247000,236000,16900,222000,208000,32.94824056,-117.1054352
11,15,,SD,M,19.468,,JCT. RTE. 56,16900,222000,208000,17800,232000,225000,32.964695,-117.095144
11,15,,SD,M,20.574,,CARMEL MOUNTAIN RD,17800,232000,225000,15700,222000,213000,32.97868105,-117.0863352
11,15,,SD,M,21.915,,"SAN DIEGO, CAMINO D. N.",15700,222000,213000,15600,222000,209000,32.99764264,-117.0830666
11,15,,SD,M,22.935,,"SAN DIEGO, BERNARDO ",15600,220000,209000,15200,214000,200000,33.01202551,-117.0797489
11,15,,SD,M,23.687,,"SAN DIEGO, RNCH BERNARDO ",15200,214000,200000,15700,205000,196000,33.02289983,-117.0786757
11,15,,SD,M,26.026,,POMERADO RD,15700,205000,196000,16900,215000,209000,33.05580707,-117.0713012
11,15,,SD,M,26.97,,"ESCONDIDO, FELICITA RD",16900,215000,209000,15800,209000,200000,33.06917196,-117.069224
11,15,,SD,M,27.65,,"ESCONDIDO, S JCT/CENTRE ",15800,209000,200000,14300,180000,176000,33.07942269,-117.0714297
11,15,,SD,R,28.765,,CITRACADO PARKWAY ,14300,180000,176000,14600,193000,183000,33.09248124,-117.0823718
11,15,,SD,R,30.09,,"ESCONDIDO, 9TH AVE",14600,193000,183000,14100,185000,181000,33.10837713,-117.094711
11,15,,SD,R,30.627,,VALLEY PARKWAY,14100,185000,181000,15100,194000,194000,33.1154445,-117.0988749
11,15,,SD,R,31.517,,JCT. RTE. 78,15100,194000,194000,10500,137000,128000,33.1274465,-117.1047
11,15,,SD,R,32.861,,"ESCONDIDO, EL NORTE PKWY ",10500,137000,128000,8800,117000,113000,33.14670307,-117.104327
11,15,,SD,R,33.922,,CENTRE CITY PARKWAY,8800,117000,113000,9300,124000,119000,33.16225653,-117.1055312
11,15,,SD,R,36.636,,DEER SPRINGS RD,9300,124000,119000,10500,126000,120000,33.19736851,-117.1255818
11,15,,SD,R,40.842,,GOPHER CANYON RD,10500,126000,120000,8900,121000,112000,33.25276417,-117.1555729
11,15,,SD,R,43.279,,ESCONDIDO HIGHWAY ,8900,121000,112000,9700,116000,110000,33.28622294,-117.1493763
11,15,,SD,R,46.491,,JCT. RTE. 76,9700,116000,110000,10100,123000,116000,33.331371,-117.159088
11,15,,SD,R,50.585,,MISSION RD ,10100,123000,116000,11100,141000,134000,33.38717363,-117.1744828
11,15,,SD,R,54.07,,RAINBOW VALLEY BLVD,11100,141000,134000,11100,141000,134000,33.43042342,-117.1454232
11,15,,SD,R,54.258,,SAN DIEGO/RIVERSIDE CO LINE,11100,141000,134000,,,,33.432527,-117.1431824
8,15,,RIV,R,0,,SAN DIEGO/RIVERSIDE CO LINE,,,,11100,141000,134000,33.432527,-117.1431824
8,15,,RIV,,3.436,,SOUTH JCT. RTE. 79,11100,141000,134000,12600,159000,152000,33.48076162,-117.1405538
8,15,,RIV,,4.98,,RANCHO CALIFORNIA RD,12600,159000,152000,13500,171000,163000,33.50095259,-117.1512243
8,15,,RIV,,6.623,,NORTH JCT RTE. 79,13500,171000,163000,13700,189000,182000,33.52264262,-117.1628273
8,15,,RIV,,8.737,,JCT. RTE. 215 NORTH,13700,189000,182000,8000,111000,107000,33.549309,-117.18163
8,15,,RIV,,9.468,,MURRIETA HOT SPRINGS RD,8000,111000,107000,9600,129000,125000,33.55484073,-117.191832
8,15,,RIV,,10.592,,CALIFORNIA OAKS RD,9600,129000,125000,9500,127000,123000,33.56564948,-117.2068774
8,15,,RIV,,13.635,,CLINTON KEITH RD,9500,127000,123000,9400,126000,122000,33.59594747,-117.2447644
8,15,,RIV,,15.071,,BAXTER RD,9300,124000,120000,9000,121000,117000,33.61230201,-117.259744
8,15,,RIV,,16.298,,BUNDY CANYON RD,9000,121000,117000,8600,115000,112000,33.62663447,-117.2723868
8,15,,RIV,,19.164,,RAILRD CANYON RD,8600,115000,112000,9300,124000,120000,33.66242592,-117.2986001
8,15,,RIV,,20.948,,MAIN ST,9300,124000,120000,8600,121000,117000,33.67744139,-117.3235087
8,15,,RIV,,22.277,,JCT. RTE. 74,8600,121000,117000,8200,114000,111000,33.69246523,-117.3376634
8,15,,RIV,,23.85,,NICHOLS RD,8200,114000,111000,8300,116000,113000,33.70713813,-117.3576624
8,15,,RIV,,26.688,,LAKE ST ,8000,116000,113000,8300,122000,118000,33.73019939,-117.3935527
8,15,,RIV,,30.401,,INDIAN TRAIL RD,8300,122000,118000,8700,128000,124000,33.7487496,-117.4521768
8,15,,RIV,,33.387,,TEMESCAL CANYON RD,8700,128000,124000,9500,139000,135000,33.77825596,-117.4880036
8,15,,RIV,,35.641,,WEIRICK RD,9500,139000,135000,10600,155000,150000,33.80699185,-117.5072195
8,15,,RIV,,36.813,,CAJALCO RD,10600,155000,150000,11300,165000,160000,33.82127823,-117.5183073
8,15,,RIV,,37.819,,EL CERRITO RD,11300,165000,160000,11600,170000,165000,33.83213833,-117.5295333
8,15,,RIV,,38.693,,"CORONA, ONTARIO AVE",11600,170000,165000,11600,170000,165000,33.84367644,-117.5347203
8,15,,RIV,,40.352,,"CORONA, MAGNOLIA AVE",11600,170000,165000,13000,191000,185000,33.86593076,-117.5420418
8,15,,RIV,,41.501,,JCT. RTE. 91,13000,191000,185000,11400,167000,158000,33.88220369,-117.5472352
8,15,,RIV,,42.877,,"NORCO, YUMA/HIDDEN VAL",11400,167000,158000,11300,166000,157000,33.898803,-117.559696
8,15,,RIV,,43.637,,"NORCO, 2ND ST",11300,166000,157000,10900,160000,151000,33.90978907,-117.5584258
8,15,,RIV,,45.6,,"NORCO, 6TH ST",10900,160000,151000,10900,160000,151000,33.937915,-117.555778
8,15,,RIV,,48.261,,LIMONITE AVE,10900,160000,151000,10900,154000,145000,33.97522779,-117.5487409
8,15,,RIV,,51.474,,JCT. RTE. 60,10900,155000,145000,15000,223000,214000,34.02188883,-117.5500888
8,15,,RIV,,52.281,,RIVERSIDE/S BRNARDNO CO LN,15000,223000,214000,,,,34.03347335,-117.549976
8,15,,SBD,,0,,RIVERSIDE/S BRNARDNO CO LN,,,,15000,223000,214000,34.03347335,-117.549976
8,15,,SBD,,1.015,,"ONTARIO, JURUPA AVE",15000,223000,214000,15000,223000,214000,34.04840427,-117.549703
8,15,,SBD,,2.389,,JCT. RTE. 10,15000,223000,214000,15800,207000,198000,34.06755709,-117.5447116
8,15,,SBD,,3.052,,FOURTH ST ,15800,206000,198000,14900,195000,187000,34.07725652,-117.5446408
8,15,,SBD,,5.306,,JCT. RTE. 66,14900,195000,187000,13100,171000,164000,34.10633986,-117.5318836
8,15,,SBD,,5.973,,"RNCHO CUCAMONGA, MILLER ",13100,171000,164000,13100,171000,164000,34.11298963,-117.5238177
8,15,,SBD,,6.783,,"RNCHO CUCAMONGA, BASE",13100,171000,164000,11600,151000,145000,34.12190332,-117.5131002
8,15,,SBD,,8.35,,JCT RTE 210,11600,151000,145000,10100,140000,134000,34.13880193,-117.4926643
8,15,,SBD,,9.61,,SUMMIT AVE,10100,140000,134000,9200,127000,122000,34.15110374,-117.477873
8,15,,SBD,,12.842,,SIERRA AVE ,9200,127000,122000,9200,127000,122000,34.18142955,-117.4367606
8,15,,SBD,,15.65,,GLEN HELEN PARKWAY,9200,127000,122000,9200,127000,122000,34.21485203,-117.4114708
8,15,,SBD,,16.374,,JCT. RTE. 215,9200,127000,122000,11200,161000,152000,34.22513053,-117.4096383
8,15,,SBD,R,14.96,,KENWOOD AVE,11200,161000,152000,11200,161000,152000,34.23680914,-117.4249975
8,15,,SBD,R,20.011,,CLEGHORN RD,11200,161000,152000,11200,160000,152000,34.29901164,-117.4575032
8,15,,SBD,R,21.373,,JCT. RTE. 138,11200,160000,152000,9000,137000,132000,34.31180145,-117.4745978
8,15,,SBD,R,28.622,,OAK HILL RD ,9000,137000,132000,8400,129000,124000,34.36220514,-117.4332305
8,15,,SBD,,31.813,,JCT. RTE. 395 NORTH,8400,129000,124000,7100,105000,101000,34.399819,-117.401215
8,15,,SBD,,32.323,,JOSHUA ST/PALM AVE,7100,105000,101000,9700,114000,104000,34.40610724,-117.3963419
8,15,,SBD,,34,,"HESPERIA, PHELAN/MAIN ST",9700,114000,104000,9200,108000,98000,34.42671459,-117.3802528
8,15,,SBD,,37.591,,BEAR VALLEY /LUCERNE VAL,9200,108000,98000,7900,93000,85000,34.47041573,-117.3460549
8,15,,SBD,,40.509,,JCT. RTE. 18 SOUTH,7900,93000,85000,8000,94000,86000,34.50781375,-117.3227567
8,15,,SBD,,42.025,,"VICTORVILLE, MOJAVE DR",7800,91000,83000,7500,88000,80000,34.52892557,-117.3156227
8,15,,SBD,,43.488,,"VICTORVILLE, JCT RTE 18 SE",7500,88000,80000,5600,66000,60000,34.54546604,-117.3004487
8,15,,SBD,,43.62,,"VICTORVILLE, E ST",5600,66000,60000,5600,66000,60000,34.546565,-117.298661
8,15,,SBD,,44.402,,STODDARD WELLS RD,5600,66000,60000,6000,65000,56000,34.5543194,-117.2893156
8,15,,SBD,,47.39,,N JUNCTION STODDARD WELL ,6000,65000,56000,5900,64000,55000,34.59033158,-117.2598784
8,15,,SBD,,51.831,,BOULDER RD ,5900,64000,55000,5900,64000,55000,34.64414848,-117.2178365
8,15,,SBD,,55.693,,WILD WASH BRIDGE,5900,64000,55000,5900,64000,55000,34.69832426,-117.2069146
8,15,,SBD,,60.159,,HODGE RD ,5900,64000,55000,5900,64000,55000,34.75294867,-117.1664275
8,15,,SBD,,65.84,,SIDEWINDER RD ,5900,64000,55000,5900,64000,55000,34.811755,-117.0968057
8,15,,SBD,,68.77,,"BARSTOW, LENWOOD RD",5900,64000,55000,6300,67000,58000,34.85344739,-117.0849325
8,15,,SBD,,70.104,,"BARSTOW, JCT RTE 58 EAST",6300,67000,58000,7700,83000,71000,34.87169699,-117.075276
8,15,,SBD,,71.618,,"BARSTOW, L ST",7700,83000,71000,7600,81000,70000,34.88470357,-117.0556329
8,15,,SBD,,73.543,,"JCT. RTE. 247 SOUTH, BARSTOW ",7600,81000,70000,7000,76000,65000,34.8858595,-117.0228553
8,15,,SBD,,74.418,,"BARSTOW, JCT. RTE. 40 EAST",7000,76000,65000,6200,56000,46000,34.88668909,-117.0079036
8,15,,SBD,,74.949,,"BARSTOW, EAST MAIN ST",6200,56000,46000,6200,56000,46000,34.89161222,-117.0005633
8,15,,SBD,,76.883,,JCT. RTE. 58 WEST,6200,56000,46000,6200,56000,46000,34.90789692,-116.9725346
8,15,,SBD,,79.593,,FORT IRWIN/MERIDIAN RD,6200,56000,46000,5800,52000,43000,34.901635,-116.9263205
8,15,,SBD,R,81.84,,GHOST TOWN RD ,5800,52000,43000,5600,51000,42000,34.902483,-116.8866027
8,15,,SBD,R,84.641,,YERMO/CALICO RD ,5600,51000,42000,5400,48500,40000,34.90916484,-116.8379855
8,15,,SBD,R,86.38,,EAST YERMO ,5400,48500,40000,5400,48500,40000,34.91061948,-116.8079186
8,15,,SBD,R,88.489,,MINNEOLA RD ,5400,48500,40000,5400,48500,40000,34.91782,-116.77166
8,15,,SBD,R,96.41,,HARVARD RD ,5400,48500,40000,5300,48000,39500,34.96348347,-116.6447188
8,15,,SBD,R,103.633,,FIELD RD ,5300,48000,39500,5400,48500,40000,35.01087795,-116.5310655
8,15,,SBD,R,111.592,,AFTON RD ,5400,48500,40000,5400,48500,40000,35.07076082,-116.4123039
8,15,,SBD,R,120.425,,BASIN RD ,5400,48500,40000,5300,48000,39500,35.10145286,-116.2647286
8,15,,SBD,R,124.237,,RASOR RD ,5300,48000,39500,5300,48000,39500,35.13424,-116.21083
8,15,,SBD,R,130.181,,ZZYZX RD ,5300,48000,39500,5300,48000,39500,35.19552517,-116.1410215
8,15,,SBD,R,135.806,,WEST BAKER ,5300,48000,39500,4400,40000,33000,35.25663667,-116.0835608
8,15,,SBD,R,136.574,,"BAKER, JCT. RTE. 127",4400,40000,33000,4300,38500,32000,35.26330095,-116.0730433
8,15,,SBD,R,138.456,,EAST BAKER,4300,38500,32000,5200,46500,38500,35.281077,-116.04773
8,15,,SBD,,149.605,,HALLORAN SPRINGS ,5200,46500,38500,5200,46500,38500,35.37436,-115.89106
8,15,,SBD,,155.571,,HALLORAN SUMMIT ,5200,46500,38500,5200,46500,38500,35.40257513,-115.7913068
8,15,,SBD,,162.733,,CIMA RD ,5200,46500,38500,5200,46500,38500,35.4437,-115.67478
8,15,,SBD,,171.471,,BAILEY RD ,5200,46500,38500,5200,46500,38500,35.46805528,-115.5287225
8,15,,SBD,,176.459,,NIPTON RD,5200,46500,38500,5300,48000,39500,35.47324857,-115.4487543
8,15,,SBD,,181.396,,YATES WELL RD ,5300,48000,39500,5300,48000,39500,35.5409,-115.41948
8,15,,SBD,,186.238,,NEVADA STATE LINE,5300,48000,39500,,,,35.60720001,-115.3910823
3,16,,COL,,0,,JCT. RTE. 20,,,,100,750,590,39.01305366,-122.3587943
3,16,,COL,,7.256,,COLUSA/YOLO CO LINE,100,750,590,,,,38.92409865,-122.3319344
3,16,,YOL,,0,,COLUSA/YOLO CO LINE,,,,120,810,700,38.92409865,-122.3319344
3,16,,YOL,,7.146,,"RUMSEY, MANZANITA AVE",120,810,700,180,1300,1100,38.88705435,-122.2369471
3,16,,YOL,,12.205,,"GUINDA, CO RD 57",180,1500,1300,170,1500,1350,38.82655279,-122.190489
3,16,,YOL,,18.132,,MOSSY CREEK BRIDGE,360,2250,1950,360,2250,1950,38.74914965,-122.1500445
3,16,,YOL,,19.2,,WINNER'S WAY,530,3950,3600,1650,12700,10700,38.73474986,-122.1443278
3,16,,YOL,,19.427,,INDIAN BINGO RD,1600,12700,10700,1100,12800,12000,38.73157554,-122.1429689
3,16,,YOL,,25.148,,CAPAY CANAL BRIDGE,1100,12800,12000,1100,12800,12000,38.70693893,-122.0574064
3,16,,YOL,,27.546,,"ESPARTO, ORLEANS ST",1250,12300,11000,1150,11100,10000,38.69637148,-122.0207751
3,16,,YOL,,27.96,,GRAFTON ST,1150,11100,10000,1200,11000,10600,38.69322875,-122.0165986
3,16,,YOL,,28.266,,CO RD 21 A,1200,11000,10600,1100,12300,11600,38.68889746,-122.0165369
3,16,,YOL,,31.032,,"MADISON, CO RD 89",1100,12300,11600,1500,14400,13600,38.68173742,-121.9672046
3,16,,YOL,,31.867,,JCT. RTE. 505,1500,14400,13600,710,7800,7500,38.67961979,-121.9520212
3,16,,YOL,,36.71,,CO RD 94 B,710,7800,7500,980,10300,9900,38.66946608,-121.8710796
3,16,,YOL,,39.558,,CO RD 97,980,10300,9900,1050,11400,11000,38.6777769,-121.8210618
3,16,,YOL,R,40.57,,WEST MAIN ST,1050,11400,11000,710,7700,7300,38.67767199,-121.8044251
3,16,,YOL,R,41.303,,WEST WOODLAND AVE,710,7700,7300,630,7500,6800,38.68780111,-121.8024772
3,16,,YOL,R,41.567,,KENTUCKY/CO RD 20,630,7500,6800,530,6100,5600,38.69214936,-121.8024504
3,16,,YOL,R,43.42,,JCT. RTES. 5/50,400,4250,4000,,,,38.71864606,-121.800426
3,16,,SAC,T,1.658,,JCT. RTES. 5/50,,,,5600,57000,55000,38.71864606,-121.800426
3,16,,SAC,T,1.955,,"SACRAMENTO, FOLSOM BLVD",5600,57000,55000,4400,46000,43000,38.54920183,-121.4083495
3,16,,SAC,,2.53,,JCT PERKINS-NOTRE DAME,4400,46000,43000,1150,12000,11500,38.54675983,-121.3989217
3,16,,SAC,,3.015,,"SACRAMENTO, FLORIN-PERKINS ",1150,12000,11500,1000,9300,9000,38.54439866,-121.3908929
3,16,,SAC,,4.166,,"SACRAMENTO, WATT AVE",880,8300,8000,1400,13300,12800,38.53872728,-121.3708309
3,16,,SAC,,6.22,,BRADSHAW RD,1400,13300,12800,1250,11200,10800,38.52900418,-121.3349332
3,16,,SAC,,8.342,,EXCELSIOR RD,1250,11200,10800,900,9700,9200,38.51887276,-121.2978685
3,16,,SAC,R,11.474,,"SACRAMENTO, SUNRISE BLVD",900,9700,9200,1200,13400,12800,38.50574212,-121.2423841
3,16,,SAC,,12.54,,GRANT LINE RD,1200,13400,12800,1500,14300,13200,38.50191574,-121.2232958
3,16,,SAC,R,15.999,,DILLIARD RD,960,9500,8900,1350,12700,12000,38.49326271,-121.1612627
3,16,,SAC,R,16.805,,LATROBE RD,1350,12700,12000,1500,17500,16500,38.49572853,-121.1465983
3,16,,SAC,,19.473,,MURIETTA PARKWAY,1500,17500,16500,1300,11800,11100,38.49642377,-121.0987625
3,16,,SAC,R,22.848,,IONE RD,990,11800,11100,580,6700,6300,38.4816865,-121.040498
3,16,,SAC,R,23.955,,SACRAMENTO/AMADOR CO LINE,630,6700,6000,,,,38.48082883,-121.0272842
10,16,,AMA,R,0,,SACRAMENTO/AMADOR CO LINE,,,,560,6800,6000,38.48082883,-121.0272842
10,16,,AMA,,9.093,,JCT. RTE. 124 SOUTH,700,9100,8000,810,10500,8500,38.4538303,-120.8726564
10,16,,AMA,,9.373,,"CENTRAL HOUSE, JCT. RTE. 49",810,10500,8500,,,,38.45488007,-120.8676474
5,17,,SCR,,0,,"SANTA CRUZ, JCT. RTE. 1",,,,5900,73000,65000,36.98981528,-122.0219092
5,17,,SCR,,0.737,,PASATIEMPO ,5900,73000,65000,5700,72000,63000,36.99936633,-122.0215107
5,17,,SCR,,2.18,,SIMS RD,5700,72000,63000,6300,73000,63000,37.01902172,-122.0277704
5,17,,SCR,,3.442,,SCOTT VALLEY RD ,6300,73000,63000,5700,66000,56000,37.035903,-122.0208332
5,17,,SCR,,5.453,,GRANITE CREEK RD,5700,66000,56000,5700,63000,57000,37.06114232,-122.0045476
5,17,,SCR,,12.553,,SANTA CLARA CO LINE,5600,62000,56000,,,,37.1440562,-121.9846885
4,17,,SCL,,0,,SANTA CLARA CO LINE,,,,5600,57000,56000,37.1440562,-121.9846885
4,17,,SCL,,0.108,,JCT. RTE. 35 NORTHWEST,4100,54000,52000,4100,54000,52000,37.145628,-121.984942
4,17,,SCL,,1.25,,REDWOOD DRIVE,3900,52000,49500,3750,49500,47500,37.15869825,-121.9824307
4,17,,SCL,,4.06,,BEAR CREEK RD,4400,59000,56000,5000,67000,64000,37.18987087,-121.9925941
4,17,,SCL,,6.16,,"LOS GATOS, SANTA CRUZ AVE",5000,67000,64000,4550,2900,58000,37.21846939,-121.9867388
4,17,,SCL,,7.073,,"LOS GATOS, JCT. RTE. 9 WEST",4550,61000,58000,6600,88000,84000,37.22630704,-121.9751528
4,17,,SCL,,8.885,,LARK AVE ,6600,88000,84000,6900,92000,88000,37.24942552,-121.959334
4,17,,SCL,,9.354,,"LOS GATOS, JCT RTE 85",6900,92000,88000,9700,129000,123000,37.255608,-121.955824
4,17,,SCL,,10.498,,"CAMPBELL, CAMDEN AVE",9700,129000,123000,10400,138000,132000,37.27050919,-121.9472983
4,17,,SCL,,12.336,,"CAMPBELL, HAMILTON AVE",10400,138000,132000,13800,183000,175000,37.29419691,-121.9381667
4,17,,SCL,,13.949,,"SAN JOSE, JCT RTE 280",13800,183000,175000,,,,37.317302,-121.940268
8,18,,SBD,T,6.179,,"SAN BERNARDINO, RTE. 30",,,,2400,29500,28000,34.14508962,-117.2786733
8,18,,SBD,T,7.117,,"SAN BERNARDINO, PARKDALE ",2200,27500,26000,2000,24400,23000,34.15876151,-117.2786793
8,18,,SBD,T,7.548,,"SAN BERNARDINO, 40TH ST",2000,24400,23000,1500,18100,16900,34.16496004,-117.278707
8,18,,SBD,T,8.264,,"SAN BERNARDINO, SIERRA ",1500,18100,16900,1650,17700,16500,34.17541576,-117.2785703
8,18,,SBD,,9.15,,WATERMAN CANYON RD,1650,17700,16500,1600,17100,16000,34.18246579,-117.2738382
8,18,,SBD,R,13.285,,WATERMAN CANYON RD ,1600,17100,16000,1600,17100,16000,34.21712325,-117.2915094
8,18,,SBD,R,17.732,,JCT. RTE. 138 NORTH,1600,17100,16000,800,8600,8000,34.22814747,-117.2901939
8,18,,SBD,,20.612,,JCT. RTE. 189 NORTH,800,8600,8000,1200,8900,8000,34.22829518,-117.251337
8,18,,SBD,,23.382,,DALEY CANYON RD,1200,8900,8000,1500,11100,10000,34.23079933,-117.214966
8,18,,SBD,,24.712,,JCT. RTE. 173 NORTH,1500,11100,10000,1200,8900,8000,34.233922,-117.196399
8,18,,SBD,,25.81,,KUFFEL CANYON RD,1100,8000,7200,1050,7800,7000,34.235377,-117.1794475
8,18,,SBD,,31.651,,WEST JCT. RTE. 330,1050,7800,7000,1050,7800,7000,34.20556014,-117.1080244
8,18,,SBD,,31.903,,JCT. RTE. 330 SOUTH,990,7300,6600,1600,11800,10300,34.20489015,-117.1040199
8,18,,SBD,,34.52,,GREEN VALLEY LAKE RD,1200,8500,7400,960,7800,6000,34.21924292,-117.0716526
8,18,,SBD,,44.319,,JCT. RTE. 38 NORTHEAST,960,7800,6000,750,6100,4700,34.2424,-116.977697
8,18,,SBD,,46.55,,"BIG BEAR LAKE, BLUE JAY RD",770,6200,4800,910,8500,6500,34.238543,-116.9468875
8,18,,SBD,,48.07,,"BIG BEAR LAKE, MILL CRK RD",1350,12700,9800,1250,11700,9000,34.238595,-116.9228686
8,18,,SBD,,48.362,,LAKEVIEW DRIVE,1250,11700,9000,1450,13400,10300,34.24155067,-116.919662
8,18,,SBD,,49.117,,BIG BEAR /PINE KNOT,1550,13500,13000,3500,30500,29300,34.24367578,-116.9112937
8,18,,SBD,,50.82,,MOONRIDGE RD,3600,31000,30000,2650,23100,22200,34.24579115,-116.8830548
8,18,,SBD,,51.61,,STANFIELD CUTOFF,2650,23100,22200,2300,20000,19200,34.25670519,-116.8830115
8,18,,SBD,,53.917,,JCT. RTE. 38 EAST,1850,16200,15600,1100,11100,10700,34.261152,-116.845585
8,18,,SBD,,54.537,,JCT. RTE. 38 WEST,1100,11100,10700,500,5000,4900,34.270372,-116.846826
8,18,,SBD,,58.16,,HOLCOMB VALLEY RD,380,3800,3700,240,2350,2300,34.29375045,-116.8138373
8,18,,SBD,,58.44,,BALDWIN LAKE RD,240,2350,2300,270,2700,2600,34.290923,-116.81025
8,18,,SBD,,65.756,,MARBLE CANYON RD,270,2700,2600,370,3700,3600,34.357565,-116.853336
8,18,,SBD,,73.783,,"LUCERNE VALLEY, RTE. 247",540,5400,5200,900,9000,8700,34.44387413,-116.9500758
8,18,,SBD,,84.325,,BEAR VALLEY CUTOFF,920,10100,9700,450,5300,5000,34.47365571,-117.1250724
8,18,,SBD,,88.871,,"APPLE VALLEY, YUCCA LOMA",1100,12700,12000,1700,20200,19000,34.50057207,-117.1902536
8,18,,SBD,,90.936,,APPLE VALLEY INN RD,2100,24900,23500,2700,32000,30000,34.5239026,-117.2170479
8,18,,SBD,,94.39,,APPLE VALLEY RD,2700,32000,30000,3950,46500,44000,34.540136,-117.27215
8,18,,SBD,,95.22,,"VICTORVILLE, STODDARD ",3950,46500,44000,3600,42500,40000,34.535168,-117.285145
8,18,,SBD,,95.79,,"VICTORVILLE, SEVENTH ST",2950,35000,33000,2700,32000,30000,34.536322,-117.292848
8,18,,SBD,,96.571,,"VICTORVILLE, N JCT RTE 15",2400,28000,26500,3800,41500,40000,34.54537396,-117.3006088
