Caltrans District,Route Number,Route Suffix,County,Postmile Prefix,Postmile Number,Postmile Suffix,Description of Location,Back Peak Hour,Back Peak Month,Back AADT,Ahead Peak Hour,Ahead Peak Month,Ahead AADT,Latitude,Longitude
12,1,,ORA,R,0.129,,"DANA POINT, JCT. RTE. 5",,,,3750,40000,37000,33.46705125,-117.6699099
12,1,,ORA,R,0.78,,"DANA POINT, DOHENY PARK ",3750,40000,37000,3950,42500,39000,33.46419038,-117.6789209
12,1,,ORA,,8.43,,"LAGUNA BEACH, MOUNTAIN",2850,38500,36000,2850,38500,36000,33.53175236,-117.7748639
12,1,,ORA,,9.418,,"LAGUNA BEACH, RTE. 133 N.",2850,38500,36000,3600,43000,40000,33.54273836,-117.7853185
12,1,,ORA,,9.6,,"LAGUNA BEACH, CLIFF/ ASTER ",3600,43000,40000,2800,33000,31000,33.54388958,-117.788323
12,1,,ORA,,11.5,,"LAGUNA BEACH, NORTH CITY ",2800,33000,31000,3000,36500,33500,33.55679371,-117.8164884
12,1,,ORA,R,18.073,,"NEWPORT BEACH, BAYSIDE ",3650,45000,41000,4550,56000,51000,33.61634883,-117.9009109
12,1,,ORA,R,18.446,,"NEWPORT BEACH, DOVER ",4550,56000,51000,4100,50000,46000,33.61624536,-117.907224
12,1,,ORA,,19.797,,"NEWPORT BEACH, RTE. 55",4100,50000,46000,4400,42500,40000,33.62127138,-117.9293255
12,1,,ORA,,20.37,,"NEWPORT BEACH, BALBOA ",4400,42500,40000,3550,34000,32000,33.62303601,-117.9392138
12,1,,ORA,,21.549,,SANTA ANA RIVER BRIDGE,3550,34000,32000,4300,41500,39000,33.63066656,-117.9565487
12,1,,ORA,,22.09,,"HUNTINGTON BEACH, BRKHURST",4300,41500,39000,3900,37500,35000,33.63531631,-117.9640634
12,1,,ORA,,23.739,,"HUNTINGTON BEACH, RTE. 39 N.",3900,37500,35000,4100,39500,37000,33.64864662,-117.9882006
12,1,,ORA,,25.89,,"HUNTINGTON BEACH, GOLDNWST ",4100,39500,37000,4000,38500,36000,33.66827106,-118.0172877
12,1,,ORA,,29.89,,"SUNSET BEACH, WARNER ",4000,38500,36000,4300,41500,39000,33.71162835,-118.0629818
12,1,,ORA,,32.721,,"SEAL BEACH, SEAL BEACH ",3950,43500,41000,3950,44000,41000,33.74088178,-118.095454
12,1,,ORA,,33.719,,L ANGELES/ORANGE CO LINE,4000,45000,41500,,,,33.75099223,-118.1059117
7,1,,LA,,0,,L ANGELES/ORANGE CO LINE,,,,4000,45000,41500,33.75099223,-118.1059117
7,1,,LA,,1.86,,"LONG BEACH, BELLFLOWER ",3400,37500,34500,2550,28500,26000,33.77412899,-118.1209705
7,1,,LA,,1.973,,"LONG BEACH, JCT. RTE. 22",2550,28500,26000,3400,37000,34500,33.77538789,-118.1226919
7,1,,LA,,2.751,,"LONG BEACH, ANAHEIM ",3400,37000,34500,2850,30500,28000,33.78273268,-118.1326064
7,1,,LA,,3.453,R,BEGIN RIGHT ALIGN,3250,33500,32500,1650,16800,16250,33.78935806,-118.1416153
7,1,,LA,,3.557,R,"LONG BEACH, LAKEWOOD ",1650,16800,16250,2050,20800,20000,33.79043852,-118.1426796
7,1,,LA,,3.453,L,BEGIN LEFT ALIGN,2050,20800,18000,1650,16800,16250,33.78935806,-118.1416153
7,1,,LA,,3.547,L,END TRAFFIC CIRCLE,3250,33500,32500,3250,33500,36000,33.79046305,-118.1425106
7,1,,LA,,5.011,,"LONG BEACH, CHERRY AVE",3600,37000,36000,3650,38000,37000,33.78991248,-118.1676672
7,1,,LA,,6.26,,LONG BEACH BLVD,3150,33500,32500,3300,35000,34000,33.7899144,-118.1892922
7,1,,LA,,7.288,,"LONG BEACH, JCT. RTE. 710",3900,42500,35000,3700,41000,33500,33.78994579,-118.207878
7,1,,LA,,8.266,,"LONG BEACH, JCT. RTE. 103",3250,36000,29500,2850,31500,26000,33.78989623,-118.2244792
7,1,,LA,,9.253,,"LOS ANGELES, ALAMEDA ",2850,31500,26000,3050,34500,28000,33.79129215,-118.2407841
7,1,,LA,,10.532,,"LOS ANGELES, AVALON ",3050,34500,28000,3750,43000,35000,33.7912058,-118.2633188
7,1,,LA,,11.61,,"LOS ANGELES, JCT. RTE. 110",3800,44000,36000,4400,57000,55000,33.7906431,-118.2821419
7,1,,LA,,12.171,,"LOS ANGELES, VERMONT ",4400,57000,55000,4300,55000,53000,33.79105937,-118.291744
7,1,,LA,,12.523,,"LOS ANGELES, NORMANDIE",4300,55000,53000,4000,50000,49000,33.78996466,-118.2975955
7,1,,LA,,13.1,,"LOS ANGELES, JCT. RTE. 213",4100,50000,49000,5200,63000,61000,33.78952894,-118.307534
7,1,,LA,,14.634,,"TORRANCE, CRENSHAW ",5000,60000,58000,3950,45000,44000,33.79211576,-118.3331149
7,1,,LA,,16.005,,"TORRANCE, JCT. RTE. 107",3400,40500,39000,3650,44000,40500,33.80510234,-118.3511057
7,1,,LA,,18.09,,"TORRANCE, PALOS VERDES ",2750,33500,30500,2250,29000,26500,33.81865749,-118.3835029
7,1,,LA,,19.524,,"REDONDO BEACH, TORRANCE ",3200,41000,37500,3200,41000,37500,33.83833474,-118.3854344
7,1,,LA,,21.181,,"HERMOSA BEACH, AVIATION ",5100,65000,59000,4200,52000,49000,33.86261332,-118.3923311
7,1,,LA,,21.341,,"HERMOSA BEACH, PIER /14TH ",4200,52000,49000,3750,47000,44500,33.86481716,-118.3929641
7,1,,LA,,21.919,,"MANHATTAN BEACH, ARTESIA ",3900,48500,46000,3850,47500,45000,33.87282545,-118.3954674
7,1,,LA,,22.9,,MANHATTAN BEACH BLVD,4050,50000,47500,4850,59000,56000,33.88737046,-118.395927
7,1,,LA,,23.924,,"EL SEGUNDO, ROSECRANS ",5500,66000,62000,5600,68000,64000,33.90182651,-118.3960924
7,1,,LA,,24.911,,"EL SEGUNDO, EL SEGUNDO ",5100,61000,59000,5300,63000,61000,33.91636532,-118.3958661
7,1,,LA,,25.924,,"LOS ANGELES, RTE. 105",5900,69000,66000,9600,112000,107000,33.93148532,-118.3959911
7,1,,LA,,26.904,,LOS ANGELES INTL AIRPORT S.,9600,112000,107000,6900,79000,76000,33.94461012,-118.3961124
7,1,,LA,,27.363,,LOS ANGELES INTL AIRPORT N.,6900,79000,76000,2850,34000,31000,33.9517079,-118.3962377
7,1,,LA,,29.084,,"LOS ANGELES, MANCHESTER ",3150,37500,34000,4450,52000,47000,33.9598469,-118.4192456
7,1,,LA,,30.163,,"LOS ANGELES, JEFFERSON ",4450,52000,47000,4650,56000,51000,33.97218528,-118.4302319
7,1,,LA,,30.474,,"LOS ANGELES, CULVER ",4650,56000,51000,4700,57000,52000,33.97601043,-118.4330069
7,1,,LA,,31.29,,"LOS ANGELES, JCT. RTE. 90",3850,48500,44000,4650,60000,54000,33.98471942,-118.4426619
7,1,,LA,,31.78,,"LOS ANGELES, WASHINGTON ",4750,62000,57000,4450,56000,53000,33.99050044,-118.4477933
7,1,,LA,,32.166,,"LOS ANGELES, JCT. RTE. 187",4450,56000,53000,3800,49000,46000,33.99410645,-118.4527221
7,1,,LA,,34.33,,"SANTA MONICA, PICO ",3500,47000,44000,3700,51000,48000,34.01428584,-118.4992887
7,1,,LA,R,34.576,,"SANTA MONICA, JCT. RTE. 10",3700,51000,48000,5300,63000,58000,34.01480936,-118.4860113
7,1,,LA,,35.184,,"SANTA MONICA, OCEAN ",5300,63000,58000,6300,75000,71000,34.01143477,-118.4949047
7,1,,LA,,36.11,,"SANTA MONICA, CALIFORNIA ",6300,75000,71000,7600,89000,81000,34.02028828,-118.5066522
7,1,,LA,,37.045,,"LOS ANGELES, CHAUTAUQUA ",7600,89000,81000,7400,88000,80000,34.02827181,-118.519395
7,1,,LA,,39.326,,"LOS ANGELES, SUNSET BLVD",5800,70000,63000,5500,67000,60000,34.03856924,-118.5556517
7,1,,LA,,40.769,,"JCT. RTE. 27, TOPANGA CANYON ",4800,59000,53000,4050,48000,44000,34.040144,-118.5793215
7,1,,LA,,44.121,,"MALIBU, LAS FLORES CANYON ",3800,44500,41000,3850,45000,41500,34.03695698,-118.6360279
7,1,,LA,,47.091,,"MALIBU, CROSS CREEK RD",3950,46500,42500,4600,47000,43000,34.03444587,-118.6851226
7,1,,LA,,47.75,,"MALIBU, CIVIC CENTER WAY",4600,47000,43000,3950,40500,36500,34.03525817,-118.6970827
7,1,,LA,,48.171,,"MALIBU, MALIBU CANYON ",3950,40500,36500,3750,38500,34500,34.03478941,-118.7033693
7,1,,LA,,54.02,,"MALIBU, KANAN DUME RD",3000,30500,28000,3200,32000,29500,34.02154665,-118.8025736
7,1,,LA,,56.843,,"MALIBU, TRANCAS CANYON ",3000,25000,20900,2350,19500,16400,34.03110795,-118.8435028
7,1,,LA,,57.391,,"MALIBU, LUNITA RD",2350,19500,16400,2350,19500,16400,34.03501583,-118.8513243
7,1,,LA,,59.401,,"MALIBU, ENCINAL CANYON ",2100,17500,14700,2000,16500,13900,34.04042179,-118.8854447
7,1,,LA,,59.901,,"MALIBU, JCT. RTE. 23",2000,16500,13900,1950,15900,13500,34.04152143,-118.89438
7,1,,LA,,62.301,,MULHOLLAND HIGHWAY,1950,15900,13500,1800,14800,12500,34.04516439,-118.9350861
7,1,,LA,,62.867,,L ANGELES/VENTURA CO LINE,1800,14800,12500,,,,34.04665327,-118.9446253
7,1,,VEN,,0,,L ANGELES/VENTURA CO LINE,,,,1800,14800,12500,34.04665327,-118.9446253
7,1,,VEN,,9.866,,CALLEGUAS CREEK,1450,13400,12000,1450,13400,12000,34.11238598,-119.0816787
7,1,,VEN,,10.229,,LAS POSAS RD ,1450,13400,12000,1350,12500,11300,34.11686829,-119.0852611
7,1,,VEN,,11.594,,WOOD RD ,1350,12500,11300,1600,15200,13800,34.13336014,-119.0984389
7,1,,VEN,,12.785,,HUENEME RD ,1600,15200,13800,1650,15600,14300,34.14683676,-119.1113979
7,1,,VEN,,13.59,,NAUMAN RD ,1650,15600,14300,1650,15700,14500,34.15394936,-119.122615
7,1,,VEN,R,15.053,,"OXNARD, PLEASANT VALLEY ",1650,15700,14500,2200,21600,20000,34.16632324,-119.1423171
7,1,,VEN,R,15.529,,"OXNARD, CHANNEL ISLANDS ",2200,21600,20000,1300,14000,12200,34.16943857,-119.1507295
7,1,,VEN,,16.21,,"OXNARD, ROSE AVE",1050,11300,9900,1400,15300,13900,34.1754691,-119.1599104
7,1,,VEN,,16.664,,"OXNARD, OXNARD BLVD",1400,15300,13900,1400,15300,13900,34.18032045,-119.1654441
7,1,,VEN,,17.626,,"OXNARD, SAVIERS RD",1400,15300,13900,2950,32500,29500,34.19004177,-119.177366
7,1,,VEN,,18.154,,"OXNARD, JCT. RTE. 34",2900,33000,30500,2950,34500,32000,34.1976555,-119.177331
7,1,,VEN,,19.621,,"OXNARD, GONZALES RD",3250,40000,37000,3900,41500,37000,34.21905939,-119.1770331
7,1,,VEN,,20.14,,"OXNARD, JCT. RTE. 232",3900,41500,37000,2700,29500,25500,34.22651621,-119.1773522
7,1,,VEN,,21.075,,"OXNARD, JCT. RTE. 101 ",2700,29500,25500,890,7400,4850,34.23985071,-119.1808191
7,1,,VEN,,27.675,,"SEACLIFF COLONY, RTE. 101",890,7400,4850,180,1150,720,34.34319166,-119.4167003
7,1,,VEN,,28.48,,"LAS CRUCES, MOBIL OIL PIER",180,1150,720,,,,34.35097413,-119.4261002
5,1,,SB,R,0,,"LAS CRUCES, MOBIL OIL PIER",,,,810,7500,7000,34.35097413,-119.4261002
5,1,,SB,,15.01,,JALAMA RD,770,7500,6900,790,8200,7300,34.58940638,-120.4083679
5,1,,SB,,19.251,,"LOMPOC, S. JCT. RTE. 246",800,8300,7300,1250,13500,12500,34.64124669,-120.4359384
5,1,,SB,,20.565,,"LOMPOC, N. JCT. RTE. 246",1250,13500,12500,1300,14000,12900,34.63902296,-120.4578258
5,1,,SB,,22.519,,"LOMPOC, S YNEZ RIVER BR",2500,27000,25000,2500,25500,25000,34.66729526,-120.4575737
5,1,,SB,R,23.296,,LOMPOC/CASMALIA ,2450,25500,25000,2000,25000,19000,34.6783776,-120.4558536
5,1,,SB,R,26.69,,PINE CANYON ,1900,25000,18000,1700,16000,14400,34.71320166,-120.489018
5,1,,SB,M,29.891,,VANDENBERG AIR FORCE ,1700,17000,15400,1700,16000,14000,34.75085604,-120.5204176
5,1,,SB,R,31.042,,"RTE. 135, VANDENBURG N.",1800,16000,14000,1900,17000,15500,34.80105315,-120.4429043
5,1,,SB,R,34.777,,"ORCUTT, RTE. 135 N.",1950,17000,15500,310,3200,2500,34.85423711,-120.4524932
5,1,,SB,R,35.53,,CLARK AVE,310,3200,2500,300,3200,3000,34.86395751,-120.4569425
5,1,,SB,,41.81,,CASMALIA RD,300,3200,3000,240,2300,2100,34.88183896,-120.498144
5,1,,SB,,49.199,,"GUADALUPE,  RTE. 166 E.",240,2300,2100,600,6200,5800,34.95755738,-120.5740144
5,1,,SB,,50.408,,GUADALUPE NORTH CITY,600,6200,5800,660,6500,6000,34.97454737,-120.5710543
5,1,,SB,,50.606,,S BARBARA/S L OBISPO CO LN,660,6500,6000,,,,34.97751591,-120.5708542
5,1,,SLO,,0,,S BARBARA/S L OBISPO CO LN,,,,640,6500,6000,34.97751591,-120.5708542
5,1,,SLO,,1.291,,OSO FLACO UNDERPASS,640,6500,6000,600,6400,6000,34.9961874,-120.5705333
5,1,,SLO,,6.35,,"ENTRANCE, UNION OIL ",600,6400,6000,620,6400,6000,35.04743465,-120.5915379
5,1,,SLO,,10.29,,ARROYO GRANDE RD,620,6400,6000,640,6600,6200,35.09689445,-120.5814883
5,1,,SLO,,10.9,,HALCYON RD,640,6600,6200,660,7400,7000,35.09820521,-120.5911344
5,1,,SLO,,13,,"ENTRANCE, PISMO BEACH ",660,7400,7000,720,7800,7400,35.10708965,-120.623284
5,1,,SLO,,14.1,,"GROVER CITY, GRAND ",720,7800,7400,850,9300,8800,35.12197979,-120.6297957
5,1,,SLO,,15.268,,"PISMO BEACH, VILLA CREEK",850,9300,8800,880,9900,9400,35.13712999,-120.6380252
5,1,,SLO,,16.733,,"PISMO BEACH, S. RTE. 101",900,9600,9000,2450,29000,27000,35.150938,-120.6545886
5,1,,SLO,,16.77,,"SAN LUIS OBISPO, N RTE 101",2450,29000,27000,2500,30000,28400,35.28667343,-120.6635204
5,1,,SLO,,17.341,,"SAN LUIS OBISPO, FOOTHILL ",2500,30000,28400,2300,27000,25000,35.29410724,-120.6678705
5,1,,SLO,,17.874,,HIGHLAND DRIVE,2300,27000,25000,2100,24000,22000,35.29925872,-120.6746209
5,1,,SLO,,19.71,,CALIFORNIA MEN'S COLONY,2100,24000,22000,2000,22100,20000,35.3190217,-120.6954826
5,1,,SLO,,20.89,,CAMP SAN LUIS OBISPO,1950,22100,20000,1850,21000,18500,35.32110903,-120.7165767
5,1,,SLO,,22.653,,CUESTA COLLEGE,1850,21000,18500,1950,21300,19000,35.33330048,-120.7426715
5,1,,SLO,,27.883,,BAYWOOD PARK RD,1950,21300,19000,2300,25000,23500,35.36428252,-120.8232984
5,1,,SLO,,28.82,,SOUTH MORRO BAY ,2300,25000,23500,2450,26500,23000,35.36730086,-120.8394175
5,1,,SLO,,29.618,, NORTH MORRO BAY ,2400,26500,23000,2500,28000,24500,35.37355479,-120.8513482
5,1,,SLO,,30.135,,JCT. RTE. 41 NE,2500,28000,24500,1900,20000,18300,35.3799818,-120.8554399
5,1,,SLO,,31.13,,"MORRO BAY, SAN JACINTO ",1900,20000,18300,2100,24000,20000,35.39381207,-120.860461
5,1,,SLO,,31.97,,ATASCADERO BEACH,2100,24000,20000,1450,16600,13000,35.40416157,-120.8675957
5,1,,SLO,R,34.905,,OLD CREEK RD ,1450,16600,13000,1200,11000,9000,35.44216404,-120.890316
5,1,,SLO,R,35.959,,C ST ,1200,11000,9000,1200,9700,7800,35.45317136,-120.9031514
5,1,,SLO,,45.99,,JCT. RTE. 46,1200,9700,7800,1450,13000,10000,35.52715953,-121.0447813
5,1,,SLO,,46.85,,CAMBRIA AIR FORCE BASE ,1450,13000,10000,1600,14000,10500,35.53735789,-121.0536892
5,1,,SLO,,48.26,,ARDATH DRIVE/MAIN ST,1650,14000,10500,1200,9600,6900,35.55133898,-121.071604
5,1,,SLO,,54.804,,PICO CREEK,1200,9600,6900,900,7700,5200,35.61553994,-121.1470766
5,1,,SLO,,56.39,,HEARST CASTLE STATE PK,900,7700,5200,600,5400,3500,35.63403308,-121.1638114
5,1,,SLO,,58.9,,"SAN SIMEON, NORTH",600,5400,3500,400,3600,2200,35.65105009,-121.2028262
5,1,,SLO,,71.341,,SAN CARPOJO CREEK,400,3600,2200,500,2500,2100,35.76443902,-121.3194102
5,1,,SLO,,74.324,,S LS OBISPO/MONTERY CO LN,500,2500,2100,,,,35.79521461,-121.3452572
5,1,,MON,,0,,S LS OBISPO/MONTERY CO LN,,,,350,3200,2000,35.79521461,-121.3452572
5,1,,MON,,35.346,,ANDERSON CANYON BRIDGE,350,3200,2000,440,4000,2500,36.15344978,-121.6657384
5,1,,MON,,46.595,,BIG SUR RIVER BRIDGE,670,5700,3800,670,5700,3800,36.24999883,-121.7861484
5,1,,MON,,62.972,,"BIG SUR, GARRAPATA CREEK ",510,5700,4300,550,5100,4300,36.41675818,-121.9139771
5,1,,MON,,68.335,,"CARMEL HIGHLANDS, YANKEE ",550,5100,4300,910,10300,8000,36.48805377,-121.9377341
5,1,,MON,,71.179,,SAN JOSE CREEK BRIDGE,1550,14700,14200,1550,14700,14200,36.52297764,-121.9264921
5,1,,MON,,72.614,,RIO RD,1550,14700,14200,1300,14500,14000,36.53940447,-121.9102306
5,1,,MON,,72.921,,CARMEL VALLEY RD SOUTH,1300,14500,14000,3100,35000,33300,36.54342097,-121.90838
5,1,,MON,,73.8,,"CARMEL, OCEAN AVE",3100,35000,33300,3300,50000,44900,36.55597196,-121.9111525
5,1,,MON,,75.135,,"JCT. RTE. 68, CARMEL",3300,43000,44900,4400,58000,54000,36.57462928,-121.9122514
5,1,,MON,R,75.733,,MONTEREY SOUTH CITY LIMITS,4400,57000,54000,4400,57000,54000,36.58023944,-121.9038883
5,1,,MON,R,75.754,,"MONTEREY, MUNRAS AVE",4400,57000,54000,4100,54000,52000,36.58042487,-121.9035866
5,1,,MON,R,77.379,,"MONTEREY, AGUAJITO ",4100,54000,52000,6000,83000,80000,36.59125778,-121.8804514
5,1,,MON,R,78.119,,"MONTEREY, JCT. RTE. 68 E.",6000,83000,80000,5400,67000,60000,36.59503415,-121.8684166
5,1,,MON,R,78.883,,"MONTEREY, DEL MONTE ",5400,67000,60000,6700,74000,71000,36.60430807,-121.8609932
5,1,,MON,R,79.357,,"SEASIDE, JCT. RTE. 218",6700,76000,71000,6100,73000,70000,36.61010095,-121.8578041
5,1,,MON,R,80.679,,ORD VILLAGE ,6100,73000,70000,8000,87000,82000,36.62398786,-121.8420396
5,1,,MON,R,81.505,R,BEGIN RIGHT ALIGN,8000,87000,82000,4600,43000,40500,36.6345297,-121.8321679
5,1,,MON,R,82.716,R,END RIGHT ALIGN,4600,43000,41000,4000,43000,38500,36.64556576,-121.8170894
5,1,,MON,R,81.505,L,BEGIN LEFT ALIGN,4000,43000,38500,4000,43000,40500,36.6345297,-121.8321679
5,1,,MON,R,82.739,L,END LEFT ALIGN,4000,43000,41000,8000,87000,82000,36.64556576,-121.8170894
5,1,,MON,R,82.89,,"FORT ORD, MAIN ENTRANCE ",8000,87000,82000,7800,85000,78000,36.64745555,-121.8153041
5,1,,MON,R,84.484,,"FORT ORD, NORTH ENTRANCE ",7800,85000,78000,6300,71000,64000,36.66941266,-121.8128726
5,1,,MON,R,85.135,,SOUTH MARINA ,6300,71000,64000,4500,46000,42000,36.67781225,-121.8074459
5,1,,MON,R,86.481,,RESERVATION RD,4500,46000,42000,4500,46000,41000,36.69652008,-121.8047536
5,1,,MON,R,88.638,,NEPONSET /DEL MONTE,4500,46000,41000,3700,47000,43000,36.72510879,-121.789442
5,1,,MON,R,89.185,,SALINAS RIVER BRIDGE,4400,49000,43000,4400,45000,43000,36.73131912,-121.7832296
5,1,,MON,R,90.388,,MOLERA/NASHUA RD,4400,45000,43000,4400,53000,45000,36.74565981,-121.7711952
5,1,,MON,R,90.979,,"CASTROVILLE, RTE. 156 W.",4400,53000,45000,3100,19700,17000,36.75300988,-121.7656391
5,1,,MON,T,92.213,,"CASTROVILLE, JCT. RTE. 183",3100,19700,17000,3400,35000,30000,36.77080536,-121.7653914
5,1,,MON,,94.4,,MOLERA RD,3400,35000,30000,3400,35000,30000,36.78040238,-121.7777631
5,1,,MON,,96.101,,"MOSS LANDING, DOLAN ",3400,35000,30000,3900,41000,35500,36.80408454,-121.7837849
5,1,,MON,,99.92,,JENSEN RD,3900,41000,35500,3500,39000,33500,36.85381096,-121.7710812
5,1,,MON,T,101.04,,SALINAS/PAJARO RDS,3500,39000,33500,3200,39000,34000,36.86986627,-121.7700583
5,1,,MON,R,102.031,,MONTERY/S CRUZ CO LINE,3200,40000,34000,,,,36.88383187,-121.7722597
5,1,,SCR,R,0,,MONTERY/S CRUZ CO LINE,,,,3200,40000,34000,36.88383187,-121.7722597
5,1,,SCR,R,0.716,,JCT. RTE. 129,3350,41000,35000,3500,46500,39000,36.89434529,-121.7740786
5,1,,SCR,R,2.269,,"WATSONVILLE, HARKINS OVRCR",3500,46500,39000,2700,35500,30000,36.91446594,-121.7867925
5,1,,SCR,R,2.683,,JCT. RTE. 152,2700,35500,30000,4600,58000,53000,36.9197315,-121.7901886
5,1,,SCR,R,3.181,,"WATSONVILLE, AIRPORT  ",4600,58000,53000,5500,71000,61000,36.9246553,-121.7969251
5,1,,SCR,R,4.073,,BUENA VISTA /SPRING VALLY,5500,71000,61000,5400,69000,60000,36.93157028,-121.8103973
5,1,,SCR,R,6.688,,MAR MONTE /(LA SELVA BEACH ,5400,69000,60000,5400,68000,60000,36.94982738,-121.8509881
5,1,,SCR,R,7.663,,LARKIN VALLEY RD,5400,68000,60000,6000,76000,67000,36.9605997,-121.8622896
5,1,,SCR,,8.355,,FREEDOM BLVD,6000,76000,67000,7000,82000,78000,36.97044453,-121.8731052
5,1,,SCR,,9.153,,RIO DEL MAR /FREEDOM ,7000,82000,78000,7400,86000,82000,36.97511731,-121.8863014
5,1,,SCR,,10.535,,STATE PARK DR,7400,86000,82000,7800,92000,86000,36.97806634,-121.9103359
5,1,,SCR,,12.088,,"CAPITOLA, PARK AVE",7800,92000,86000,6500,95000,91000,36.98406488,-121.9368739
5,1,,SCR,,13.192,,"CAPITOLA, BAY AVE",6500,95000,91000,7200,104000,100000,36.9832913,-121.9568387
5,1,,SCR,,13.62,,"CAPITOLA, 41ST AVE",7200,104000,100000,6600,94000,91000,36.98286186,-121.9644876
5,1,,SCR,,14.864,,SOQUEL AVE,6600,94000,91000,6900,101000,97000,36.98716367,-121.9862837
5,1,,SCR,,15.822,,"SANTA CRUZ, MORRISSEY ",6900,101000,97000,6300,92000,88000,36.98837463,-122.0033732
5,1,,SCR,,16.628,,"SANTA CRUZ, EMELINE",6300,92000,88000,6200,91000,86000,36.98912164,-122.0178914
5,1,,SCR,,16.821,,"SANTA CRUZ, RTE. 17 N.",6200,91000,86000,4600,64000,60000,36.98993118,-122.0218645
5,1,,SCR,,17.56,,JCT. RTE. 9 N. / RIVER ST,4600,64000,60000,3900,50000,47000,36.98449532,-122.029795
5,1,,SCR,,18.239,,"SANTA CRUZ, MISSION ST",3900,50000,47000,4550,58000,55000,36.97576641,-122.0330689
5,1,,SCR,,19,,"SANTA CRUZ, BAY ST",3050,39500,37000,2200,29000,27000,36.96668513,-122.0402674
5,1,,SCR,,19.69,,"SANTA CRUZ, SWIFT ST",1800,23500,21900,2200,19300,15800,36.96057714,-122.0493952
5,1,,SCR,,20.611,,"SANTA CRUZ, NORTH CITY ",1700,15500,12400,1700,15700,12300,36.96163768,-122.0660957
5,1,,SCR,,27.62,,BONNY DOON RD,1750,12600,9700,1900,11900,9000,37.00100629,-122.1804727
5,1,,SCR,,30.44,,LANDING/SWANTON RDS,1650,10000,7400,1650,10300,7500,37.02848448,-122.2162517
5,1,,SCR,,37.451,,S CRUZ/S MATEO CO LINE,400,5700,4100,,,,37.10766863,-122.2926351
4,1,,SM,,0,,S CRUZ/S MATEO CO LINE,,,,400,5700,4100,37.10766863,-122.2926351
4,1,,SM,,13.579,,PEBBLE BEACH ,390,4450,3400,650,7400,5700,37.25968215,-122.413204
4,1,,SM,,18.189,,JCT. RTE. 84 EAST,650,7400,5700,680,7500,5700,37.32454945,-122.3998643
4,1,,SM,,20.98,,TUNITAS CREEK RD,710,7700,5900,840,9200,7000,37.3587943,-122.3976461
4,1,,SM,,23.06,,MEYN/VERDE RDS,850,9300,7100,860,9400,7200,37.3869969,-122.4055765
4,1,,SM,,26.432,,MIRAMONTES POINT RD,860,9600,7700,1400,15500,12400,37.43135894,-122.4266896
4,1,,SM,,27.75,,"HALF MOON BAY, MAIN ",1850,20900,16700,1700,19400,15500,37.45038441,-122.4297946
4,1,,SM,,29.036,,"HALF MOON BAY, RTE. 92 E.",2450,30000,28500,2300,28500,27000,37.46801468,-122.4335212
4,1,,SM,,29.12,,"HALF MOON BAY, MAIN ST",2300,28500,27000,2700,33000,31500,37.46927348,-122.4335616
4,1,,SM,,30.225,,FRENCHMANS CREEK RD,2300,28000,26500,2450,28500,27500,37.48206902,-122.4454042
4,1,,SM,,33.361,,CAPISTRANO/OBISPO RD,1700,19800,19000,1450,17000,16300,37.50989643,-122.4880979
4,1,,SM,,35.334,,VALLEMAR/ETHELDORE ST,1250,14500,13900,1350,15600,15000,37.52861739,-122.5145051
4,1,,SM,,40.752,,"PACIFICA, SAN PEDRO AVE",1250,14500,13900,1250,14500,13900,37.59352205,-122.5058207
4,1,,SM,,40.959,,"PACIFICA, LINDA MAR ",1250,14600,13900,2400,30000,28500,37.59597626,-122.503715
4,1,,SM,,42.014,,"PACIFICA, ROCKAWAY BEACH ",2950,37000,35000,3950,49500,47000,37.60871538,-122.4951721
4,1,,SM,R,42.583,,"PACIFICA, REINA DEL MAR ",3950,49500,47000,4100,51000,48500,37.61383202,-122.4870107
4,1,,SM,R,43.464,,"PACIFICA, SHARP PARK RAD ",3750,46500,44500,2700,33500,32000,37.626045,-122.4876357
4,1,,SM,R,43.744,,"PACIFICA, CLAREDON /OCEANA",2700,33500,32000,2950,37000,35000,37.62966275,-122.4892852
4,1,,SM,R,44.88,,"PACIFICA, MILAGRA PED OVRCR",2950,37000,35000,2300,29000,27500,37.64585153,-122.4916284
4,1,,SM,R,45.39,,"PACIFICA, MONTEREY RD ",2300,29000,27500,3400,42500,40500,37.65187379,-122.4901535
4,1,,SM,R,46.722,,"DALY CITY, JCT. RTE. 35",3400,42500,40500,5400,67000,64000,37.66844103,-122.4849979
4,1,,SM,R,47.272,,"DALY CITY, CLARINADA AVE",5400,67000,64000,6000,75000,71000,37.67134038,-122.4762261
4,1,,SM,R,47.802,,SOUTH JCT. RTE. 280,6000,75000,71000,6000,75000,71000,37.677875,-122.4714101
4,1,,SM,R,48.05,,NORTH JCT. RTE. 280,6000,75000,71000,6600,97000,95000,37.68149872,-122.4713344
4,1,,SM,R,48.558,,S MATEO/SN FRANCISCO CO LN,6600,97000,95000,,,,37.7082709,-122.4710267
4,1,,SF,R,0,,S MATEO/SN FRANCISCO CO LN,,,,7800,114000,112000,37.7082709,-122.4710267
4,1,,SF,R,0.105,,"SAN FRANCISCO, ALEMANY ",7800,114000,112000,7400,108000,106000,37.70966695,-122.4710178
4,1,,SF,R,0.312,,BROTHERHOOD /STANLEY DR,7400,108000,106000,6800,100000,98000,37.7125809,-122.4711182
